index,int8,hex,mV
2404,-9,f7,-0.137333
2405,-8,f8,-0.122074
2406,0,00,0
2407,3,03,0.045778
2408,-1,ff,-0.015259
2409,-7,f9,-0.106815
2410,-6,fa,-0.091556
2411,0,00,0
2412,3,03,0.045778
2413,2,02,0.030519
2414,-6,fa,-0.091556
2415,-5,fb,-0.076296
2416,0,00,0
2417,3,03,0.045778
2418,0,00,0
2419,-6,fa,-0.091556
2420,-5,fb,-0.076296
2421,0,00,0
2422,2,02,0.030519
2423,-1,ff,-0.015259
2424,-5,fb,-0.076296
2425,-5,fb,-0.076296
2426,0,00,0
2427,2,02,0.030519
2428,18,12,0.274667
2429,30,1e,0.457778
2430,34,22,0.518815
2431,15,0f,0.228889
2432,-6,fa,-0.091556
2433,-3,fd,-0.045778
2434,16,10,0.244148
2435,30,1e,0.457778
2436,23,17,0.350963
2437,11,0b,0.167852
2438,16,10,0.244148
2439,30,1e,0.457778
2440,34,22,0.518815
2441,19,13,0.289926
2442,0,00,0
2443,3,03,0.045778
2444,10,0a,0.152593
2445,14,0e,0.21363
2446,3,03,0.045778
2447,-11,f5,-0.167852
2448,-10,f6,-0.152593
2449,0,00,0
2450,4,04,0.061037
2451,-6,fa,-0.091556
2452,-20,ec,-0.305185
2453,-18,ee,-0.274667
2454,-8,f8,-0.122074
2455,-3,fd,-0.045778
2456,-11,f5,-0.167852
2457,-23,e9,-0.350963
2458,-19,ed,-0.289926
2459,-13,f3,-0.19837
2460,-7,f9,-0.106815
2461,-12,f4,-0.183111
2462,-21,eb,-0.320444
2463,-15,f1,-0.228889
2464,-4,fc,-0.061037
2465,1,01,0.015259
2466,-5,fb,-0.076296
2467,-15,f1,-0.228889
2468,-14,f2,-0.21363
2469,-7,f9,-0.106815
2470,-2,fe,-0.030519
2471,-5,fb,-0.076296
2472,-10,f6,-0.152593
2473,-3,fd,-0.045778
2474,2,02,0.030519
2475,10,0a,0.152593
2476,10,0a,0.152593
2477,5,05,0.076296
2478,10,0a,0.152593
2479,17,11,0.259407
2480,21,15,0.320444
2481,16,10,0.244148
2482,7,07,0.106815
2483,6,06,0.091556
2484,8,08,0.122074
2485,8,08,0.122074
2486,3,03,0.045778
2487,-3,fd,-0.045778
2488,0,00,0
2489,1,01,0.015259
2490,2,02,0.030519
2491,-2,fe,-0.030519
2492,-10,f6,-0.152593
2493,-11,f5,-0.167852
2494,-6,fa,-0.091556
2495,-3,fd,-0.045778
2496,-5,fb,-0.076296
2497,-11,f5,-0.167852
2498,-9,f7,-0.137333
2499,-5,fb,-0.076296
2500,-2,fe,-0.030519
2501,-4,fc,-0.061037
2502,-10,f6,-0.152593
2503,-8,f8,-0.122074
2504,-6,fa,-0.091556
2505,-8,f8,-0.122074
2506,-9,f7,-0.137333
2507,-12,f4,-0.183111
2508,-10,f6,-0.152593
2509,-6,fa,-0.091556
2510,-3,fd,-0.045778
2511,-5,fb,-0.076296
2512,-8,f8,-0.122074
2513,-7,f9,-0.106815
2514,-5,fb,-0.076296
2515,-3,fd,-0.045778
2516,-4,fc,-0.061037
2517,-7,f9,-0.106815
2518,-2,fe,-0.030519
2519,-4,fc,-0.061037
2520,-3,fd,-0.045778
2521,-5,fb,-0.076296
2522,-8,f8,-0.122074
2523,-6,fa,-0.091556
2524,-4,fc,-0.061037
2525,-3,fd,-0.045778
2526,-5,fb,-0.076296
2527,-7,f9,-0.106815
2528,-6,fa,-0.091556
2529,-3,fd,-0.045778
2530,-1,ff,-0.015259
2531,-2,fe,-0.030519
2532,-4,fc,-0.061037
2533,0,00,0
2534,-1,ff,-0.015259
2535,0,00,0
2536,-2,fe,-0.030519
2537,-6,fa,-0.091556
2538,-5,fb,-0.076296
2539,-4,fc,-0.061037
2540,-3,fd,-0.045778
2541,-4,fc,-0.061037
2542,-7,f9,-0.106815
2543,-5,fb,-0.076296
2544,-4,fc,-0.061037
2545,-3,fd,-0.045778
2546,-3,fd,-0.045778
2547,-6,fa,-0.091556
2548,-1,ff,-0.015259
2549,-2,fe,-0.030519
2550,-1,ff,-0.015259
2551,-2,fe,-0.030519
2552,-4,fc,-0.061037
2553,-3,fd,-0.045778
2554,0,00,0
2555,1,01,0.015259
2556,2,02,0.030519
2557,2,02,0.030519
2558,7,07,0.106815
2559,10,0a,0.152593
2560,11,0b,0.167852
2561,8,08,0.122074
2562,1,01,0.015259
2563,0,00,0
2564,-7,f9,-0.106815
2565,-13,f3,-0.19837
2566,-17,ef,-0.259407
2567,-20,ec,-0.305185
2568,-16,f0,-0.244148
2569,-11,f5,-0.167852
2570,-4,fc,-0.061037
2571,1,01,0.015259
2572,4,04,0.061037
2573,8,08,0.122074
2574,10,0a,0.152593
2575,11,0b,0.167852
2576,7,07,0.106815
2577,0,00,0
2578,-2,fe,-0.030519
2579,-4,fc,-0.061037
2580,-5,fb,-0.076296
2581,-6,fa,-0.091556
2582,-8,f8,-0.122074
2583,-7,f9,-0.106815
2584,-5,fb,-0.076296
2585,-4,fc,-0.061037
2586,-4,fc,-0.061037
2587,-5,fb,-0.076296
2588,-3,fd,-0.045778
2589,-1,ff,-0.015259
2590,0,00,0
2591,0,00,0
2592,-3,fd,-0.045778
2593,0,00,0
2594,0,00,0
2595,0,00,0
2596,0,00,0
2597,0,00,0
2598,1,01,0.015259
2599,1,01,0.015259
2600,2,02,0.030519
2601,2,02,0.030519
2602,0,00,0
2603,0,00,0
2604,0,00,0
2605,0,00,0
2606,0,00,0
2607,-1,ff,-0.015259
2608,1,01,0.015259
2609,1,01,0.015259
2610,-2,fe,-0.030519
2611,-2,fe,-0.030519
2612,-4,fc,-0.061037
2613,-4,fc,-0.061037
2614,-5,fb,-0.076296
2615,-4,fc,-0.061037
2616,-4,fc,-0.061037
2617,-6,fa,-0.091556
2618,-6,fa,-0.091556
2619,-6,fa,-0.091556
2620,-5,fb,-0.076296
2621,-4,fc,-0.061037
2622,-6,fa,-0.091556
2623,-2,fe,-0.030519
2624,-4,fc,-0.061037
2625,-4,fc,-0.061037
2626,-4,fc,-0.061037
2627,-6,fa,-0.091556
2628,-5,fb,-0.076296
2629,-5,fb,-0.076296
2630,-3,fd,-0.045778
2631,-2,fe,-0.030519
2632,-3,fd,-0.045778
2633,-1,ff,-0.015259
2634,0,00,0
2635,0,00,0
2636,0,00,0
2637,-1,ff,-0.015259
2638,2,02,0.030519
2639,0,00,0
2640,0,00,0
2641,0,00,0
2642,-1,ff,-0.015259
2643,0,00,0
2644,0,00,0
2645,0,00,0
2646,0,00,0
2647,0,00,0
2648,0,00,0
2649,0,00,0
2650,0,00,0
2651,0,00,0
2652,-1,ff,-0.015259
2653,1,01,0.015259
2654,-1,ff,-0.015259
2655,-1,ff,-0.015259
2656,-1,ff,-0.015259
2657,-3,fd,-0.045778
2658,-3,fd,-0.045778
2659,-3,fd,-0.045778
2660,-3,fd,-0.045778
2661,-2,fe,-0.030519
2662,-3,fd,-0.045778
2663,-2,fe,-0.030519
2664,-2,fe,-0.030519
2665,-1,ff,-0.015259
2666,0,00,0
2667,-1,ff,-0.015259
2668,2,02,0.030519
2669,-1,ff,-0.015259
2670,-1,ff,-0.015259
2671,-2,fe,-0.030519
2672,-4,fc,-0.061037
2673,-3,fd,-0.045778
2674,-4,fc,-0.061037
2675,-4,fc,-0.061037
2676,-3,fd,-0.045778
2677,-4,fc,-0.061037
2678,-3,fd,-0.045778
2679,-3,fd,-0.045778
2680,-1,ff,-0.015259
2681,0,00,0
2682,-1,ff,-0.015259
2683,0,00,0
2684,0,00,0
2685,0,00,0
2686,1,01,0.015259
2687,0,00,0
2688,2,02,0.030519
2689,0,00,0
2690,0,00,0
2691,0,00,0
2692,-2,fe,-0.030519
2693,-1,ff,-0.015259
2694,-1,ff,-0.015259
2695,-1,ff,-0.015259
2696,0,00,0
2697,-2,fe,-0.030519
2698,2,02,0.030519
2699,2,02,0.030519
2700,0,00,0
2701,0,00,0
2702,-1,ff,-0.015259
2703,0,00,0
2704,-1,ff,-0.015259
2705,0,00,0
2706,0,00,0
2707,-1,ff,-0.015259
2708,0,00,0
2709,-2,fe,-0.030519
2710,-3,fd,-0.045778
2711,-3,fd,-0.045778
2712,-5,fb,-0.076296
2713,-1,ff,-0.015259
2714,-3,fd,-0.045778
2715,-4,fc,-0.061037
2716,-3,fd,-0.045778
2717,-3,fd,-0.045778
2718,-1,ff,-0.015259
2719,-1,ff,-0.015259
2720,0,00,0
2721,0,00,0
2722,-1,ff,-0.015259
2723,0,00,0
2724,-1,ff,-0.015259
2725,0,00,0
2726,0,00,0
2727,0,00,0
2728,4,04,0.061037
2729,2,02,0.030519
2730,4,04,0.061037
2731,7,07,0.106815
2732,7,07,0.106815
2733,8,08,0.122074
2734,5,05,0.076296
2735,1,01,0.015259
2736,-4,fc,-0.061037
2737,-12,f4,-0.183111
2738,-17,ef,-0.259407
2739,-21,eb,-0.320444
2740,-20,ec,-0.305185
2741,-17,ef,-0.259407
2742,-12,f4,-0.183111
2743,-1,ff,-0.015259
2744,0,00,0
2745,4,04,0.061037
2746,6,06,0.091556
2747,5,05,0.076296
2748,5,05,0.076296
2749,4,04,0.061037
2750,3,03,0.045778
2751,3,03,0.045778
2752,0,00,0
2753,1,01,0.015259
2754,0,00,0
2755,0,00,0
2756,-1,ff,-0.015259
2757,-3,fd,-0.045778
2758,0,00,0
2759,-2,fe,-0.030519
2760,-2,fe,-0.030519
2761,-1,ff,-0.015259
2762,-2,fe,-0.030519
2763,-1,ff,-0.015259
2764,-1,ff,-0.015259
2765,-1,ff,-0.015259
2766,-1,ff,-0.015259
2767,-2,fe,-0.030519
2768,-2,fe,-0.030519
2769,-2,fe,-0.030519
2770,-1,ff,-0.015259
2771,0,00,0
2772,-2,fe,-0.030519
2773,2,02,0.030519
2774,-1,ff,-0.015259
2775,-2,fe,-0.030519
2776,-2,fe,-0.030519
2777,-3,fd,-0.045778
2778,-1,ff,-0.015259
2779,-1,ff,-0.015259
2780,0,00,0
2781,0,00,0
2782,-1,ff,-0.015259
2783,0,00,0
2784,-1,ff,-0.015259
2785,0,00,0
2786,0,00,0
2787,-2,fe,-0.030519
2788,0,00,0
2789,-1,ff,-0.015259
2790,-1,ff,-0.015259
2791,-2,fe,-0.030519
2792,-4,fc,-0.061037
2793,-3,fd,-0.045778
2794,-4,fc,-0.061037
2795,-4,fc,-0.061037
2796,-5,fb,-0.076296
2797,-7,f9,-0.106815
2798,-5,fb,-0.076296
2799,-5,fb,-0.076296
2800,-5,fb,-0.076296
2801,-5,fb,-0.076296
2802,-5,fb,-0.076296
2803,0,00,0
2804,-2,fe,-0.030519
2805,-1,ff,-0.015259
2806,-1,ff,-0.015259
2807,-2,fe,-0.030519
2808,0,00,0
2809,0,00,0
2810,0,00,0
2811,1,01,0.015259
2812,0,00,0
2813,0,00,0
2814,0,00,0
2815,0,00,0
2816,0,00,0
2817,-1,ff,-0.015259
2818,3,03,0.045778
2819,0,00,0
2820,0,00,0
2821,0,00,0
2822,-1,ff,-0.015259
2823,0,00,0
2824,0,00,0
2825,0,00,0
2826,0,00,0
2827,-1,ff,-0.015259
2828,0,00,0
2829,-1,ff,-0.015259
2830,-1,ff,-0.015259
2831,-1,ff,-0.015259
2832,-2,fe,-0.030519
2833,1,01,0.015259
2834,-2,fe,-0.030519
2835,-2,fe,-0.030519
2836,-2,fe,-0.030519
2837,-4,fc,-0.061037
2838,-3,fd,-0.045778
2839,-3,fd,-0.045778
2840,-3,fd,-0.045778
2841,-3,fd,-0.045778
2842,-4,fc,-0.061037
2843,-2,fe,-0.030519
2844,-2,fe,-0.030519
2845,-1,ff,-0.015259
2846,0,00,0
2847,-1,ff,-0.015259
2848,2,02,0.030519
2849,-1,ff,-0.015259
2850,-1,ff,-0.015259
2851,-1,ff,-0.015259
2852,-3,fd,-0.045778
2853,-1,ff,-0.015259
2854,-1,ff,-0.015259
2855,0,00,0
2856,0,00,0
2857,-2,fe,-0.030519
2858,-1,ff,-0.015259
2859,-1,ff,-0.015259
2860,0,00,0
2861,-1,ff,-0.015259
2862,-3,fd,-0.045778
2863,1,01,0.015259
2864,-1,ff,-0.015259
2865,0,00,0
2866,0,00,0
2867,-2,fe,-0.030519
2868,0,00,0
2869,-1,ff,-0.015259
2870,0,00,0
2871,-1,ff,-0.015259
2872,-2,fe,-0.030519
2873,0,00,0
2874,-1,ff,-0.015259
2875,0,00,0
2876,0,00,0
2877,-1,ff,-0.015259
2878,2,02,0.030519
2879,-1,ff,-0.015259
2880,-1,ff,-0.015259
2881,-1,ff,-0.015259
2882,-3,fd,-0.045778
2883,-1,ff,-0.015259
2884,-1,ff,-0.015259
2885,0,00,0
2886,0,00,0
2887,-2,fe,-0.030519
2888,-1,ff,-0.015259
2889,-3,fd,-0.045778
2890,-3,fd,-0.045778
2891,-3,fd,-0.045778
2892,-4,fc,-0.061037
2893,0,00,0
2894,-3,fd,-0.045778
2895,-3,fd,-0.045778
2896,-2,fe,-0.030519
2897,-3,fd,-0.045778
2898,-1,ff,-0.015259
2899,-1,ff,-0.015259
2900,0,00,0
2901,0,00,0
2902,0,00,0
2903,0,00,0
2904,0,00,0
2905,0,00,0
2906,0,00,0
2907,0,00,0
2908,4,04,0.061037
2909,3,03,0.045778
2910,5,05,0.076296
2911,7,07,0.106815
2912,5,05,0.076296
2913,4,04,0.061037
2914,0,00,0
2915,-4,fc,-0.061037
2916,-10,f6,-0.152593
2917,-18,ee,-0.274667
2918,-21,eb,-0.320444
2919,-21,eb,-0.320444
2920,-16,f0,-0.244148
2921,-10,f6,-0.152593
2922,-5,fb,-0.076296
2923,4,04,0.061037
2924,4,04,0.061037
2925,6,06,0.091556
2926,7,07,0.106815
2927,5,05,0.076296
2928,5,05,0.076296
2929,3,03,0.045778
2930,3,03,0.045778
2931,1,01,0.015259
2932,-1,ff,-0.015259
2933,0,00,0
2934,-1,ff,-0.015259
2935,-1,ff,-0.015259
2936,-1,ff,-0.015259
2937,-2,fe,-0.030519
2938,0,00,0
2939,-3,fd,-0.045778
2940,-3,fd,-0.045778
2941,-2,fe,-0.030519
2942,-3,fd,-0.045778
2943,-2,fe,-0.030519
2944,-2,fe,-0.030519
2945,-2,fe,-0.030519
2946,-1,ff,-0.015259
2947,-2,fe,-0.030519
2948,0,00,0
2949,0,00,0
2950,0,00,0
2951,1,01,0.015259
2952,0,00,0
2953,3,03,0.045778
2954,0,00,0
2955,0,00,0
2956,0,00,0
2957,-1,ff,-0.015259
2958,0,00,0
2959,0,00,0
2960,0,00,0
2961,0,00,0
2962,-1,ff,-0.015259
2963,0,00,0
2964,-2,fe,-0.030519
2965,-2,fe,-0.030519
2966,-3,fd,-0.045778
2967,-4,fc,-0.061037
2968,-3,fd,-0.045778
2969,-4,fc,-0.061037
2970,-4,fc,-0.061037
2971,-3,fd,-0.045778
2972,-4,fc,-0.061037
2973,-4,fc,-0.061037
2974,-4,fc,-0.061037
2975,-5,fb,-0.076296
2976,-5,fb,-0.076296
2977,-5,fb,-0.076296
2978,-4,fc,-0.061037
2979,-4,fc,-0.061037
2980,-3,fd,-0.045778
2981,-3,fd,-0.045778
2982,-4,fc,-0.061037
2983,0,00,0
2984,0,00,0
2985,-1,ff,-0.015259
2986,-1,ff,-0.015259
2987,-2,fe,-0.030519
2988,0,00,0
2989,0,00,0
2990,0,00,0
2991,0,00,0
2992,-1,ff,-0.015259
2993,0,00,0
2994,0,00,0
2995,0,00,0
2996,0,00,0
2997,0,00,0
2998,4,04,0.061037
2999,3,03,0.045778
3000,0,00,0
3001,0,00,0
3002,-1,ff,-0.015259
3003,0,00,0
3004,-1,ff,-0.015259
3005,0,00,0
3006,0,00,0
3007,-2,fe,-0.030519
3008,-1,ff,-0.015259
3009,-1,ff,-0.015259
3010,0,00,0
3011,0,00,0
3012,-2,fe,-0.030519
3013,1,01,0.015259
3014,-1,ff,-0.015259
3015,0,00,0
3016,0,00,0
3017,-1,ff,-0.015259
3018,0,00,0
3019,-1,ff,-0.015259
3020,0,00,0
3021,-1,ff,-0.015259
3022,-3,fd,-0.045778
3023,-2,fe,-0.030519
3024,-2,fe,-0.030519
3025,-1,ff,-0.015259
3026,-1,ff,-0.015259
3027,-2,fe,-0.030519
3028,1,01,0.015259
3029,-1,ff,-0.015259
3030,0,00,0
3031,-1,ff,-0.015259
3032,-3,fd,-0.045778
3033,-2,fe,-0.030519
3034,-2,fe,-0.030519
3035,-1,ff,-0.015259
3036,-1,ff,-0.015259
3037,-3,fd,-0.045778
3038,-1,ff,-0.015259
3039,-1,ff,-0.015259
3040,0,00,0
3041,0,00,0
3042,-2,fe,-0.030519
3043,1,01,0.015259
3044,-1,ff,-0.015259
3045,0,00,0
3046,0,00,0
3047,-2,fe,-0.030519
3048,-1,ff,-0.015259
3049,-2,fe,-0.030519
3050,-1,ff,-0.015259
3051,0,00,0
3052,-3,fd,-0.045778
3053,-2,fe,-0.030519
3054,-2,fe,-0.030519
3055,-1,ff,-0.015259
3056,-1,ff,-0.015259
3057,-2,fe,-0.030519
3058,1,01,0.015259
3059,-1,ff,-0.015259
3060,0,00,0
3061,0,00,0
3062,-2,fe,-0.030519
3063,0,00,0
3064,0,00,0
3065,0,00,0
3066,0,00,0
3067,-2,fe,-0.030519
3068,-1,ff,-0.015259
3069,-2,fe,-0.030519
3070,-2,fe,-0.030519
3071,-2,fe,-0.030519
3072,-4,fc,-0.061037
3073,-1,ff,-0.015259
3074,-4,fc,-0.061037
3075,-2,fe,-0.030519
3076,-1,ff,-0.015259
3077,-2,fe,-0.030519
3078,0,00,0
3079,-1,ff,-0.015259
3080,0,00,0
3081,0,00,0
3082,-2,fe,-0.030519
3083,0,00,0
3084,-1,ff,-0.015259
3085,0,00,0
3086,0,00,0
3087,0,00,0
3088,6,06,0.091556
3089,5,05,0.076296
3090,7,07,0.106815
3091,8,08,0.122074
3092,4,04,0.061037
3093,2,02,0.030519
3094,-3,fd,-0.045778
3095,-9,f7,-0.137333
3096,-16,f0,-0.244148
3097,-22,ea,-0.335704
3098,-22,ea,-0.335704
3099,-19,ed,-0.289926
3100,-13,f3,-0.19837
3101,-6,fa,-0.091556
3102,-1,ff,-0.015259
3103,7,07,0.106815
3104,6,06,0.091556
3105,8,08,0.122074
3106,8,08,0.122074
3107,5,05,0.076296
3108,6,06,0.091556
3109,3,03,0.045778
3110,2,02,0.030519
3111,1,01,0.015259
3112,0,00,0
3113,0,00,0
3114,-1,ff,-0.015259
3115,0,00,0
3116,-1,ff,-0.015259
3117,-2,fe,-0.030519
3118,1,01,0.015259
3119,-2,fe,-0.030519
3120,-2,fe,-0.030519
3121,-1,ff,-0.015259
3122,-1,ff,-0.015259
3123,0,00,0
3124,-1,ff,-0.015259
3125,-1,ff,-0.015259
3126,-1,ff,-0.015259
3127,-1,ff,-0.015259
3128,0,00,0
3129,-1,ff,-0.015259
3130,0,00,0
3131,-1,ff,-0.015259
3132,-2,fe,-0.030519
3133,1,01,0.015259
3134,-1,ff,-0.015259
3135,-1,ff,-0.015259
3136,0,00,0
3137,-1,ff,-0.015259
3138,0,00,0
3139,-1,ff,-0.015259
3140,0,00,0
3141,-1,ff,-0.015259
3142,-2,fe,-0.030519
3143,-2,fe,-0.030519
3144,-3,fd,-0.045778
3145,-2,fe,-0.030519
3146,-2,fe,-0.030519
3147,-3,fd,-0.045778
3148,0,00,0
3149,-4,fc,-0.061037
3150,-3,fd,-0.045778
3151,-4,fc,-0.061037
3152,-5,fb,-0.076296
3153,-4,fc,-0.061037
3154,-5,fb,-0.076296
3155,-4,fc,-0.061037
3156,-4,fc,-0.061037
3157,-5,fb,-0.076296
3158,-4,fc,-0.061037
3159,-4,fc,-0.061037
3160,-3,fd,-0.045778
3161,-3,fd,-0.045778
3162,-4,fc,-0.061037
3163,0,00,0
3164,-2,fe,-0.030519
3165,-1,ff,-0.015259
3166,0,00,0
3167,-1,ff,-0.015259
3168,0,00,0
3169,-1,ff,-0.015259
3170,0,00,0
3171,0,00,0
3172,-2,fe,-0.030519
3173,0,00,0
3174,0,00,0
3175,0,00,0
3176,0,00,0
3177,-1,ff,-0.015259
3178,2,02,0.030519
3179,0,00,0
3180,0,00,0
3181,0,00,0
3182,-1,ff,-0.015259
3183,0,00,0
3184,0,00,0
3185,-1,ff,-0.015259
3186,-1,ff,-0.015259
3187,-2,fe,-0.030519
3188,-1,ff,-0.015259
3189,-1,ff,-0.015259
3190,0,00,0
3191,0,00,0
3192,-1,ff,-0.015259
3193,2,02,0.030519
3194,-2,fe,-0.030519
3195,-2,fe,-0.030519
3196,-2,fe,-0.030519
3197,-3,fd,-0.045778
3198,-2,fe,-0.030519
3199,-2,fe,-0.030519
3200,-1,ff,-0.015259
3201,-2,fe,-0.030519
3202,-3,fd,-0.045778
3203,-2,fe,-0.030519
3204,-2,fe,-0.030519
3205,-2,fe,-0.030519
3206,0,00,0
3207,-2,fe,-0.030519
3208,1,01,0.015259
3209,-2,fe,-0.030519
3210,-1,ff,-0.015259
3211,-1,ff,-0.015259
3212,-2,fe,-0.030519
3213,-1,ff,-0.015259
3214,-1,ff,-0.015259
3215,0,00,0
3216,0,00,0
3217,-2,fe,-0.030519
3218,-1,ff,-0.015259
3219,-2,fe,-0.030519
3220,-1,ff,-0.015259
3221,-1,ff,-0.015259
3222,-3,fd,-0.045778
3223,0,00,0
3224,-3,fd,-0.045778
3225,-2,fe,-0.030519
3226,-1,ff,-0.015259
3227,-3,fd,-0.045778
3228,-2,fe,-0.030519
3229,-2,fe,-0.030519
3230,-1,ff,-0.015259
3231,-1,ff,-0.015259
3232,-2,fe,-0.030519
3233,0,00,0
3234,-1,ff,-0.015259
3235,0,00,0
3236,0,00,0
3237,-1,ff,-0.015259
3238,1,01,0.015259
3239,-1,ff,-0.015259
3240,-1,ff,-0.015259
3241,-1,ff,-0.015259
3242,-3,fd,-0.045778
3243,-3,fd,-0.045778
3244,-4,fc,-0.061037
3245,-2,fe,-0.030519
3246,-3,fd,-0.045778
3247,-3,fd,-0.045778
3248,-2,fe,-0.030519
3249,-2,fe,-0.030519
3250,-1,ff,-0.015259
3251,-1,ff,-0.015259
3252,-2,fe,-0.030519
3253,1,01,0.015259
3254,-1,ff,-0.015259
3255,0,00,0
3256,0,00,0
3257,0,00,0
3258,0,00,0
3259,0,00,0
3260,1,01,0.015259
3261,3,03,0.045778
3262,4,04,0.061037
3263,7,07,0.106815
3264,7,07,0.106815
3265,5,05,0.076296
3266,2,02,0.030519
3267,-3,fd,-0.045778
3268,-5,fb,-0.076296
3269,-15,f1,-0.228889
3270,-20,ec,-0.305185
3271,-21,eb,-0.320444
3272,-20,ec,-0.305185
3273,-13,f3,-0.19837
3274,-7,f9,-0.106815
3275,0,00,0
3276,3,03,0.045778
3277,6,06,0.091556
3278,8,08,0.122074
3279,7,07,0.106815
3280,7,07,0.106815
3281,6,06,0.091556
3282,3,03,0.045778
3283,5,05,0.076296
3284,0,00,0
3285,1,01,0.015259
3286,0,00,0
3287,-1,ff,-0.015259
3288,-1,ff,-0.015259
3289,-2,fe,-0.030519
3290,-2,fe,-0.030519
3291,-1,ff,-0.015259
3292,-2,fe,-0.030519
3293,-1,ff,-0.015259
3294,-2,fe,-0.030519
3295,-1,ff,-0.015259
3296,-1,ff,-0.015259
3297,-3,fd,-0.045778
3298,0,00,0
3299,-3,fd,-0.045778
3300,-1,ff,-0.015259
3301,-1,ff,-0.015259
3302,-2,fe,-0.030519
3303,-1,ff,-0.015259
3304,-1,ff,-0.015259
3305,0,00,0
3306,0,00,0
3307,0,00,0
3308,1,01,0.015259
3309,0,00,0
3310,1,01,0.015259
3311,1,01,0.015259
3312,0,00,0
3313,2,02,0.030519
3314,-2,fe,-0.030519
3315,-3,fd,-0.045778
3316,-4,fc,-0.061037
3317,-6,fa,-0.091556
3318,-6,fa,-0.091556
3319,-7,f9,-0.106815
3320,-6,fa,-0.091556
3321,-5,fb,-0.076296
3322,-6,fa,-0.091556
3323,-3,fd,-0.045778
3324,-3,fd,-0.045778
3325,-2,fe,-0.030519
3326,-2,fe,-0.030519
3327,-4,fc,-0.061037
3328,0,00,0
3329,-1,ff,-0.015259
3330,-4,fc,-0.061037
3331,-4,fc,-0.061037
3332,-5,fb,-0.076296
3333,-3,fd,-0.045778
3334,-4,fc,-0.061037
3335,-2,fe,-0.030519
3336,-2,fe,-0.030519
3337,-3,fd,-0.045778
3338,-2,fe,-0.030519
3339,-2,fe,-0.030519
3340,-1,ff,-0.015259
3341,0,00,0
3342,-2,fe,-0.030519
3343,2,02,0.030519
3344,0,00,0
3345,0,00,0
3346,1,01,0.015259
3347,0,00,0
3348,0,00,0
3349,0,00,0
3350,0,00,0
3351,0,00,0
3352,0,00,0
3353,0,00,0
3354,-1,ff,-0.015259
3355,0,00,0
3356,0,00,0
3357,-1,ff,-0.015259
3358,2,02,0.030519
3359,-1,ff,-0.015259
3360,0,00,0
3361,0,00,0
3362,-1,ff,-0.015259
3363,0,00,0
3364,0,00,0
3365,0,00,0
3366,0,00,0
3367,-2,fe,-0.030519
3368,-1,ff,-0.015259
3369,-1,ff,-0.015259
3370,0,00,0
3371,0,00,0
3372,-2,fe,-0.030519
3373,1,01,0.015259
3374,-2,fe,-0.030519
3375,-1,ff,-0.015259
3376,-1,ff,-0.015259
3377,-2,fe,-0.030519
3378,-2,fe,-0.030519
3379,-3,fd,-0.045778
3380,-2,fe,-0.030519
3381,-1,ff,-0.015259
3382,-2,fe,-0.030519
3383,-1,ff,-0.015259
3384,-2,fe,-0.030519
3385,-1,ff,-0.015259
3386,-2,fe,-0.030519
3387,-3,fd,-0.045778
3388,0,00,0
3389,-2,fe,-0.030519
3390,-1,ff,-0.015259
3391,-1,ff,-0.015259
3392,-2,fe,-0.030519
3393,-1,ff,-0.015259
3394,-2,fe,-0.030519
3395,-1,ff,-0.015259
3396,0,00,0
3397,-2,fe,-0.030519
3398,-1,ff,-0.015259
3399,-2,fe,-0.030519
3400,-1,ff,-0.015259
3401,0,00,0
3402,-2,fe,-0.030519
3403,1,01,0.015259
3404,-1,ff,-0.015259
3405,0,00,0
3406,-1,ff,-0.015259
3407,-2,fe,-0.030519
3408,-1,ff,-0.015259
3409,-1,ff,-0.015259
3410,0,00,0
3411,0,00,0
3412,-2,fe,-0.030519
3413,-1,ff,-0.015259
3414,-2,fe,-0.030519
3415,-1,ff,-0.015259
3416,-1,ff,-0.015259
3417,-1,ff,-0.015259
3418,1,01,0.015259
3419,-2,fe,-0.030519
3420,-2,fe,-0.030519
3421,-3,fd,-0.045778
3422,-5,fb,-0.076296
3423,-4,fc,-0.061037
3424,-4,fc,-0.061037
3425,-3,fd,-0.045778
3426,-2,fe,-0.030519
3427,-3,fd,-0.045778
3428,-2,fe,-0.030519
3429,-2,fe,-0.030519
3430,0,00,0
3431,0,00,0
3432,-1,ff,-0.015259
3433,2,02,0.030519
3434,2,02,0.030519
3435,0,00,0
3436,0,00,0
3437,0,00,0
3438,1,01,0.015259
3439,2,02,0.030519
3440,6,06,0.091556
3441,8,08,0.122074
3442,7,07,0.106815
3443,6,06,0.091556
3444,2,02,0.030519
3445,-1,ff,-0.015259
3446,-8,f8,-0.122074
3447,-16,f0,-0.244148
3448,-18,ee,-0.274667
3449,-24,e8,-0.366222
3450,-20,ec,-0.305185
3451,-15,f1,-0.228889
3452,-9,f7,-0.137333
3453,-2,fe,-0.030519
3454,2,02,0.030519
3455,6,06,0.091556
3456,7,07,0.106815
3457,7,07,0.106815
3458,7,07,0.106815
3459,4,04,0.061037
3460,4,04,0.061037
3461,3,03,0.045778
3462,0,00,0
3463,3,03,0.045778
3464,0,00,0
3465,0,00,0
3466,-1,ff,-0.015259
3467,-3,fd,-0.045778
3468,-2,fe,-0.030519
3469,-3,fd,-0.045778
3470,-2,fe,-0.030519
3471,-2,fe,-0.030519
