index,int16,hex,mV
4792,-1,ffff,-0.015259
4793,0,0000,0
4794,0,0000,0
4795,1,0100,0.015259
4796,2,0200,0.030519
4797,3,0300,0.045778
4798,8,0800,0.122074
4799,7,0700,0.106815
4800,8,0800,0.122074
4801,5,0500,0.076296
4802,1,0100,0.015259
4803,-2,feff,-0.030519
4804,-10,f6ff,-0.152593
4805,-16,f0ff,-0.244148
4806,-20,ecff,-0.305185
4807,-21,ebff,-0.320444
4808,-17,efff,-0.259407
4809,-13,f3ff,-0.19837
4810,-5,fbff,-0.076296
4811,0,0000,0
4812,4,0400,0.061037
4813,8,0800,0.122074
4814,7,0700,0.106815
4815,7,0700,0.106815
4816,7,0700,0.106815
4817,4,0400,0.061037
4818,4,0400,0.061037
4819,1,0100,0.015259
4820,1,0100,0.015259
4821,0,0000,0
4822,-1,ffff,-0.015259
4823,-1,ffff,-0.015259
4824,-2,feff,-0.030519
4825,-1,ffff,-0.015259
4826,-1,ffff,-0.015259
4827,-2,feff,-0.030519
4828,0,0000,0
4829,-3,fdff,-0.045778
4830,-2,feff,-0.030519
4831,-2,feff,-0.030519
4832,-3,fdff,-0.045778
4833,-2,feff,-0.030519
4834,-3,fdff,-0.045778
4835,-2,feff,-0.030519
4836,-1,ffff,-0.015259
4837,-1,ffff,-0.015259
4838,0,0000,0
4839,-2,feff,-0.030519
4840,-1,ffff,-0.015259
4841,0,0000,0
4842,0,0000,0
4843,1,0100,0.015259
4844,0,0000,0
4845,0,0000,0
4846,0,0000,0
4847,-1,ffff,-0.015259
4848,0,0000,0
4849,-2,feff,-0.030519
4850,-1,ffff,-0.015259
4851,-1,ffff,-0.015259
4852,-2,feff,-0.030519
4853,-3,fdff,-0.045778
4854,-5,fbff,-0.076296
4855,-5,fbff,-0.076296
4856,-5,fbff,-0.076296
4857,-6,faff,-0.091556
4858,-5,fbff,-0.076296
4859,-7,f9ff,-0.106815
4860,-6,faff,-0.091556
4861,-6,faff,-0.091556
4862,-7,f9ff,-0.106815
4863,-6,faff,-0.091556
4864,-8,f8ff,-0.122074
4865,-7,f9ff,-0.106815
4866,-6,faff,-0.091556
4867,-4,fcff,-0.061037
4868,-2,feff,-0.030519
4869,-2,feff,-0.030519
4870,-1,ffff,-0.015259
4871,0,0000,0
4872,0,0000,0
4873,2,0200,0.030519
4874,0,0000,0
4875,0,0000,0
4876,0,0000,0
4877,0,0000,0
4878,1,0100,0.015259
4879,0,0000,0
4880,1,0100,0.015259
4881,1,0100,0.015259
4882,1,0100,0.015259
4883,1,0100,0.015259
4884,0,0000,0
4885,0,0000,0
4886,0,0000,0
4887,0,0000,0
4888,2,0200,0.030519
4889,-1,ffff,-0.015259
4890,-2,feff,-0.030519
4891,-2,feff,-0.030519
4892,-2,feff,-0.030519
4893,0,0000,0
4894,-1,ffff,-0.015259
4895,0,0000,0
4896,-1,ffff,-0.015259
4897,-1,ffff,-0.015259
4898,0,0000,0
4899,-2,feff,-0.030519
4900,-2,feff,-0.030519
4901,-1,ffff,-0.015259
4902,-1,ffff,-0.015259
4903,0,0000,0
4904,-1,ffff,-0.015259
4905,-1,ffff,-0.015259
4906,-1,ffff,-0.015259
4907,-1,ffff,-0.015259
4908,0,0000,0
4909,-2,feff,-0.030519
4910,-2,feff,-0.030519
4911,-2,feff,-0.030519
4912,-2,feff,-0.030519
4913,-1,ffff,-0.015259
4914,-3,fdff,-0.045778
4915,-2,feff,-0.030519
4916,-1,ffff,-0.015259
4917,-1,ffff,-0.015259
4918,0,0000,0
4919,-2,feff,-0.030519
4920,-2,feff,-0.030519
4921,-2,feff,-0.030519
4922,-2,feff,-0.030519
4923,-1,ffff,-0.015259
4924,-2,feff,-0.030519
4925,-1,ffff,-0.015259
4926,-1,ffff,-0.015259
4927,-1,ffff,-0.015259
4928,0,0000,0
4929,-2,feff,-0.030519
4930,-1,ffff,-0.015259
4931,-1,ffff,-0.015259
4932,-1,ffff,-0.015259
4933,0,0000,0
4934,-1,ffff,-0.015259
4935,-1,ffff,-0.015259
4936,-1,ffff,-0.015259
4937,-1,ffff,-0.015259
4938,0,0000,0
4939,-1,ffff,-0.015259
4940,0,0000,0
4941,-1,ffff,-0.015259
4942,-2,feff,-0.030519
4943,-2,feff,-0.030519
4944,-4,fcff,-0.061037
4945,-3,fdff,-0.045778
4946,-3,fdff,-0.045778
4947,-2,feff,-0.030519
4948,-1,ffff,-0.015259
4949,-4,fcff,-0.061037
4950,-3,fdff,-0.045778
4951,-3,fdff,-0.045778
4952,-3,fdff,-0.045778
4953,-2,feff,-0.030519
4954,-4,fcff,-0.061037
4955,-2,feff,-0.030519
4956,-2,feff,-0.030519
4957,-2,feff,-0.030519
4958,-1,ffff,-0.015259
4959,-2,feff,-0.030519
4960,-1,ffff,-0.015259
4961,0,0000,0
4962,1,0100,0.015259
4963,6,0600,0.091556
4964,7,0700,0.106815
4965,9,0900,0.137333
4966,9,0900,0.137333
4967,6,0600,0.091556
4968,3,0300,0.045778
4969,-4,fcff,-0.061037
4970,-10,f6ff,-0.152593
4971,-17,efff,-0.259407
4972,-21,ebff,-0.320444
4973,-20,ecff,-0.305185
4974,-19,edff,-0.289926
4975,-12,f4ff,-0.183111
4976,-5,fbff,-0.076296
4977,0,0000,0
4978,6,0600,0.091556
4979,6,0600,0.091556
4980,6,0600,0.091556
4981,6,0600,0.091556
4982,5,0500,0.076296
4983,4,0400,0.061037
4984,1,0100,0.015259
4985,0,0000,0
4986,0,0000,0
4987,0,0000,0
4988,0,0000,0
4989,-2,feff,-0.030519
4990,-2,feff,-0.030519
4991,-2,feff,-0.030519
4992,-1,ffff,-0.015259
4993,0,0000,0
4994,-2,feff,-0.030519
4995,-1,ffff,-0.015259
4996,-2,feff,-0.030519
4997,-2,feff,-0.030519
4998,0,0000,0
4999,-2,feff,-0.030519
5000,-1,ffff,-0.015259
5001,0,0000,0
5002,-1,ffff,-0.015259
5003,0,0000,0
5004,-1,ffff,-0.015259
5005,0,0000,0
5006,0,0000,0
5007,-1,ffff,-0.015259
5008,1,0100,0.015259
5009,-1,ffff,-0.015259
5010,0,0000,0
5011,-1,ffff,-0.015259
5012,-1,ffff,-0.015259
5013,0,0000,0
5014,-2,feff,-0.030519
5015,-1,ffff,-0.015259
5016,-2,feff,-0.030519
5017,-3,fdff,-0.045778
5018,-2,feff,-0.030519
5019,-4,fcff,-0.061037
5020,-3,fdff,-0.045778
5021,-3,fdff,-0.045778
5022,-4,fcff,-0.061037
5023,-2,feff,-0.030519
5024,-4,fcff,-0.061037
5025,-4,fcff,-0.061037
5026,-4,fcff,-0.061037
5027,-4,fcff,-0.061037
5028,-3,fdff,-0.045778
5029,-4,fcff,-0.061037
5030,-3,fdff,-0.045778
5031,-3,fdff,-0.045778
5032,-3,fdff,-0.045778
5033,-2,feff,-0.030519
5034,-3,fdff,-0.045778
5035,-1,ffff,-0.015259
5036,-1,ffff,-0.015259
5037,-1,ffff,-0.015259
5038,0,0000,0
5039,-2,feff,-0.030519
5040,-1,ffff,-0.015259
5041,-1,ffff,-0.015259
5042,-2,feff,-0.030519
5043,0,0000,0
5044,-1,ffff,-0.015259
5045,0,0000,0
5046,0,0000,0
5047,-1,ffff,-0.015259
5048,0,0000,0
5049,-2,feff,-0.030519
5050,-1,ffff,-0.015259
5051,0,0000,0
5052,0,0000,0
5053,1,0100,0.015259
5054,0,0000,0
5055,0,0000,0
5056,-1,ffff,-0.015259
5057,-2,feff,-0.030519
5058,-1,ffff,-0.015259
5059,-2,feff,-0.030519
5060,-1,ffff,-0.015259
5061,-1,ffff,-0.015259
5062,-1,ffff,-0.015259
5063,0,0000,0
5064,-2,feff,-0.030519
5065,0,0000,0
5066,0,0000,0
5067,-1,ffff,-0.015259
5068,0,0000,0
5069,-1,ffff,-0.015259
5070,-1,ffff,-0.015259
5071,-1,ffff,-0.015259
5072,-2,feff,-0.030519
5073,0,0000,0
5074,-1,ffff,-0.015259
5075,0,0000,0
5076,0,0000,0
5077,-1,ffff,-0.015259
5078,0,0000,0
5079,-3,fdff,-0.045778
5080,-2,feff,-0.030519
5081,-2,feff,-0.030519
5082,-2,feff,-0.030519
5083,0,0000,0
5084,-2,feff,-0.030519
5085,-1,ffff,-0.015259
5086,-1,ffff,-0.015259
5087,-2,feff,-0.030519
5088,0,0000,0
5089,0,0000,0
5090,0,0000,0
5091,-1,ffff,-0.015259
5092,-1,ffff,-0.015259
5093,0,0000,0
5094,-1,ffff,-0.015259
5095,0,0000,0
5096,0,0000,0
5097,-1,ffff,-0.015259
5098,0,0000,0
5099,-1,ffff,-0.015259
5100,-1,ffff,-0.015259
5101,-1,ffff,-0.015259
5102,-2,feff,-0.030519
5103,-1,ffff,-0.015259
5104,-1,ffff,-0.015259
5105,0,0000,0
5106,0,0000,0
5107,-1,ffff,-0.015259
5108,-1,ffff,-0.015259
5109,-2,feff,-0.030519
5110,-1,ffff,-0.015259
5111,-2,feff,-0.030519
5112,-3,fdff,-0.045778
5113,-1,ffff,-0.015259
5114,-3,fdff,-0.045778
5115,-3,fdff,-0.045778
5116,-3,fdff,-0.045778
5117,-4,fcff,-0.061037
5118,-3,fdff,-0.045778
5119,-3,fdff,-0.045778
5120,0,0000,0
5121,0,0000,0
5122,-1,ffff,-0.015259
5123,0,0000,0
5124,-1,ffff,-0.015259
5125,0,0000,0
5126,0,0000,0
5127,0,0000,0
5128,1,0100,0.015259
5129,0,0000,0
5130,1,0100,0.015259
5131,2,0200,0.030519
5132,4,0400,0.061037
5133,7,0700,0.106815
5134,7,0700,0.106815
5135,7,0700,0.106815
5136,2,0200,0.030519
5137,-3,fdff,-0.045778
5138,-9,f7ff,-0.137333
5139,-17,efff,-0.259407
5140,-21,ebff,-0.320444
5141,-21,ebff,-0.320444
5142,-20,ecff,-0.305185
5143,-12,f4ff,-0.183111
5144,-7,f9ff,-0.106815
5145,0,0000,0
5146,4,0400,0.061037
5147,5,0500,0.076296
5148,7,0700,0.106815
5149,6,0600,0.091556
5150,6,0600,0.091556
5151,5,0500,0.076296
5152,2,0200,0.030519
5153,2,0200,0.030519
5154,0,0000,0
5155,1,0100,0.015259
5156,0,0000,0
5157,-1,ffff,-0.015259
5158,0,0000,0
5159,-2,feff,-0.030519
5160,-1,ffff,-0.015259
5161,-1,ffff,-0.015259
5162,-2,feff,-0.030519
5163,-1,ffff,-0.015259
5164,-3,fdff,-0.045778
5165,-1,ffff,-0.015259
5166,-1,ffff,-0.015259
5167,-2,feff,-0.030519
5168,-2,feff,-0.030519
5169,-3,fdff,-0.045778
5170,-2,feff,-0.030519
5171,-1,ffff,-0.015259
5172,-2,feff,-0.030519
5173,0,0000,0
5174,-1,ffff,-0.015259
5175,0,0000,0
5176,0,0000,0
5177,0,0000,0
5178,0,0000,0
5179,-1,ffff,-0.015259
5180,0,0000,0
5181,-1,ffff,-0.015259
5182,-2,feff,-0.030519
5183,-1,ffff,-0.015259
5184,-3,fdff,-0.045778
5185,-2,feff,-0.030519
5186,-2,feff,-0.030519
5187,-4,fcff,-0.061037
5188,-2,feff,-0.030519
5189,-3,fdff,-0.045778
5190,-2,feff,-0.030519
5191,-3,fdff,-0.045778
5192,-4,fcff,-0.061037
5193,-3,fdff,-0.045778
5194,-5,fbff,-0.076296
5195,-4,fcff,-0.061037
5196,-4,fcff,-0.061037
5197,-4,fcff,-0.061037
5198,-2,feff,-0.030519
5199,-3,fdff,-0.045778
5200,-2,feff,-0.030519
5201,-2,feff,-0.030519
5202,-3,fdff,-0.045778
5203,-1,ffff,-0.015259
5204,-2,feff,-0.030519
5205,-2,feff,-0.030519
5206,-2,feff,-0.030519
5207,-2,feff,-0.030519
5208,-1,ffff,-0.015259
5209,-2,feff,-0.030519
5210,-1,ffff,-0.015259
5211,0,0000,0
5212,-1,ffff,-0.015259
5213,0,0000,0
5214,0,0000,0
5215,0,0000,0
5216,0,0000,0
5217,-1,ffff,-0.015259
5218,0,0000,0
5219,-1,ffff,-0.015259
5220,0,0000,0
5221,0,0000,0
5222,0,0000,0
5223,0,0000,0
5224,-1,ffff,-0.015259
5225,0,0000,0
5226,-1,ffff,-0.015259
5227,-2,feff,-0.030519
5228,-1,ffff,-0.015259
5229,-2,feff,-0.030519
5230,0,0000,0
5231,-1,ffff,-0.015259
5232,-2,feff,-0.030519
5233,0,0000,0
5234,-2,feff,-0.030519
5235,-1,ffff,-0.015259
5236,-1,ffff,-0.015259
5237,-2,feff,-0.030519
5238,0,0000,0
5239,-1,ffff,-0.015259
5240,0,0000,0
5241,0,0000,0
5242,-1,ffff,-0.015259
5243,-1,ffff,-0.015259
5244,-3,fdff,-0.045778
5245,-2,feff,-0.030519
5246,-2,feff,-0.030519
5247,-3,fdff,-0.045778
5248,-1,ffff,-0.015259
5249,-3,fdff,-0.045778
5250,-2,feff,-0.030519
5251,-2,feff,-0.030519
5252,-2,feff,-0.030519
5253,-1,ffff,-0.015259
5254,-1,ffff,-0.015259
5255,0,0000,0
5256,0,0000,0
5257,-1,ffff,-0.015259
5258,0,0000,0
5259,0,0000,0
5260,0,0000,0
5261,0,0000,0
5262,-2,feff,-0.030519
5263,0,0000,0
5264,-1,ffff,-0.015259
5265,-1,ffff,-0.015259
5266,-1,ffff,-0.015259
5267,-2,feff,-0.030519
5268,-1,ffff,-0.015259
5269,-2,feff,-0.030519
5270,-1,ffff,-0.015259
5271,-1,ffff,-0.015259
5272,-2,feff,-0.030519
5273,-1,ffff,-0.015259
5274,-2,feff,-0.030519
5275,-1,ffff,-0.015259
5276,-1,ffff,-0.015259
5277,-2,feff,-0.030519
5278,0,0000,0
5279,-3,fdff,-0.045778
5280,-2,feff,-0.030519
5281,-2,feff,-0.030519
5282,-3,fdff,-0.045778
5283,-3,fdff,-0.045778
5284,-4,fcff,-0.061037
5285,-3,fdff,-0.045778
5286,-3,fdff,-0.045778
5287,-3,fdff,-0.045778
5288,-1,ffff,-0.015259
5289,-2,feff,-0.030519
5290,0,0000,0
5291,0,0000,0
5292,-2,feff,-0.030519
5293,0,0000,0
5294,-2,feff,-0.030519
5295,0,0000,0
5296,0,0000,0
5297,0,0000,0
5298,0,0000,0
5299,1,0100,0.015259
5300,5,0500,0.076296
5301,7,0700,0.106815
5302,7,0700,0.106815
5303,7,0700,0.106815
5304,3,0300,0.045778
5305,0,0000,0
5306,-6,faff,-0.091556
5307,-14,f2ff,-0.21363
5308,-18,eeff,-0.274667
5309,-23,e9ff,-0.350963
5310,-19,edff,-0.289926
5311,-15,f1ff,-0.228889
5312,-9,f7ff,-0.137333
5313,-1,ffff,-0.015259
5314,2,0200,0.030519
5315,7,0700,0.106815
5316,8,0800,0.122074
5317,8,0800,0.122074
5318,8,0800,0.122074
5319,6,0600,0.091556
5320,4,0400,0.061037
5321,2,0200,0.030519
5322,0,0000,0
5323,2,0200,0.030519
5324,1,0100,0.015259
5325,0,0000,0
5326,0,0000,0
5327,-1,ffff,-0.015259
5328,0,0000,0
5329,-2,feff,-0.030519
5330,-1,ffff,-0.015259
5331,-2,feff,-0.030519
5332,-3,fdff,-0.045778
5333,-1,ffff,-0.015259
5334,-1,ffff,-0.015259
5335,0,0000,0
5336,1,0100,0.015259
5337,0,0000,0
5338,3,0300,0.045778
5339,0,0000,0
5340,0,0000,0
5341,0,0000,0
5342,-1,ffff,-0.015259
5343,-1,ffff,-0.015259
5344,-3,fdff,-0.045778
5345,-1,ffff,-0.015259
5346,-1,ffff,-0.015259
5347,-1,ffff,-0.015259
5348,0,0000,0
5349,-2,feff,-0.030519
5350,-1,ffff,-0.015259
5351,-2,feff,-0.030519
5352,-3,fdff,-0.045778
5353,-2,feff,-0.030519
5354,-5,fbff,-0.076296
5355,-4,fcff,-0.061037
5356,-4,fcff,-0.061037
5357,-5,fbff,-0.076296
5358,-4,fcff,-0.061037
5359,-5,fbff,-0.076296
5360,-5,fbff,-0.076296
5361,-5,fbff,-0.076296
5362,-6,faff,-0.091556
5363,-5,fbff,-0.076296
5364,-6,faff,-0.091556
5365,-4,fcff,-0.061037
5366,-4,fcff,-0.061037
5367,-4,fcff,-0.061037
5368,-2,feff,-0.030519
5369,-2,feff,-0.030519
5370,-3,fdff,-0.045778
5371,-3,fdff,-0.045778
5372,-3,fdff,-0.045778
5373,-2,feff,-0.030519
5374,-3,fdff,-0.045778
5375,-1,ffff,-0.015259
5376,0,0000,0
5377,-1,ffff,-0.015259
5378,0,0000,0
5379,-1,ffff,-0.015259
5380,-1,ffff,-0.015259
5381,0,0000,0
5382,-1,ffff,-0.015259
5383,0,0000,0
5384,0,0000,0
5385,0,0000,0
5386,0,0000,0
5387,0,0000,0
5388,0,0000,0
5389,-1,ffff,-0.015259
5390,0,0000,0
5391,0,0000,0
5392,-1,ffff,-0.015259
5393,0,0000,0
5394,-1,ffff,-0.015259
5395,0,0000,0
5396,0,0000,0
5397,0,0000,0
5398,1,0100,0.015259
5399,-1,ffff,-0.015259
5400,-1,ffff,-0.015259
5401,-1,ffff,-0.015259
5402,-2,feff,-0.030519
5403,-1,ffff,-0.015259
5404,-2,feff,-0.030519
5405,0,0000,0
5406,0,0000,0
5407,0,0000,0
5408,2,0200,0.030519
5409,1,0100,0.015259
5410,1,0100,0.015259
5411,1,0100,0.015259
5412,0,0000,0
5413,0,0000,0
5414,-2,feff,-0.030519
5415,-2,feff,-0.030519
5416,-3,fdff,-0.045778
5417,-4,fcff,-0.061037
5418,-4,fcff,-0.061037
5419,-5,fbff,-0.076296
5420,-3,fdff,-0.045778
5421,-2,feff,-0.030519
5422,-3,fdff,-0.045778
5423,-2,feff,-0.030519
5424,-4,fcff,-0.061037
5425,-4,fcff,-0.061037
5426,-3,fdff,-0.045778
5427,-3,fdff,-0.045778
5428,-1,ffff,-0.015259
5429,-2,feff,-0.030519
5430,-1,ffff,-0.015259
5431,-2,feff,-0.030519
5432,-3,fdff,-0.045778
5433,-2,feff,-0.030519
5434,-3,fdff,-0.045778
5435,-2,feff,-0.030519
5436,-1,ffff,-0.015259
5437,-2,feff,-0.030519
5438,-2,feff,-0.030519
5439,-4,fcff,-0.061037
5440,-3,fdff,-0.045778
5441,-3,fdff,-0.045778
5442,-4,fcff,-0.061037
5443,-2,feff,-0.030519
5444,-4,fcff,-0.061037
5445,-3,fdff,-0.045778
5446,-2,feff,-0.030519
5447,-2,feff,-0.030519
5448,-1,ffff,-0.015259
5449,-1,ffff,-0.015259
5450,0,0000,0
5451,0,0000,0
5452,0,0000,0
5453,0,0000,0
5454,0,0000,0
5455,0,0000,0
5456,0,0000,0
5457,0,0000,0
5458,2,0200,0.030519
5459,0,0000,0
5460,0,0000,0
5461,0,0000,0
5462,0,0000,0
5463,3,0300,0.045778
5464,4,0400,0.061037
5465,7,0700,0.106815
5466,7,0700,0.106815
5467,4,0400,0.061037
5468,1,0100,0.015259
5469,-4,fcff,-0.061037
5470,-9,f7ff,-0.137333
5471,-15,f1ff,-0.228889
5472,-20,ecff,-0.305185
5473,-19,edff,-0.289926
5474,-18,eeff,-0.274667
5475,-11,f5ff,-0.167852
5476,-5,fbff,-0.076296
5477,0,0000,0
5478,4,0400,0.061037
5479,6,0600,0.091556
5480,8,0800,0.122074
5481,8,0800,0.122074
5482,6,0600,0.091556
5483,5,0500,0.076296
5484,3,0300,0.045778
5485,3,0300,0.045778
5486,1,0100,0.015259
5487,0,0000,0
5488,0,0000,0
5489,-2,feff,-0.030519
5490,-2,feff,-0.030519
5491,-2,feff,-0.030519
5492,-3,fdff,-0.045778
5493,-2,feff,-0.030519
5494,-3,fdff,-0.045778
5495,-1,ffff,-0.015259
5496,-1,ffff,-0.015259
5497,-2,feff,-0.030519
5498,-1,ffff,-0.015259
5499,-2,feff,-0.030519
5500,0,0000,0
5501,-1,ffff,-0.015259
5502,-2,feff,-0.030519
5503,0,0000,0
5504,-1,ffff,-0.015259
5505,0,0000,0
5506,0,0000,0
5507,-1,ffff,-0.015259
5508,0,0000,0
5509,-1,ffff,-0.015259
5510,0,0000,0
5511,0,0000,0
5512,-1,ffff,-0.015259
5513,-1,ffff,-0.015259
5514,-2,feff,-0.030519
5515,-1,ffff,-0.015259
5516,-1,ffff,-0.015259
5517,-2,feff,-0.030519
5518,0,0000,0
5519,-2,feff,-0.030519
5520,-2,feff,-0.030519
5521,-3,fdff,-0.045778
5522,-5,fbff,-0.076296
5523,-4,fcff,-0.061037
5524,-6,faff,-0.091556
5525,-4,fcff,-0.061037
5526,-4,fcff,-0.061037
5527,-6,faff,-0.091556
5528,-5,fbff,-0.076296
5529,-5,fbff,-0.076296
5530,-4,fcff,-0.061037
5531,-3,fdff,-0.045778
5532,-5,fbff,-0.076296
5533,-3,fdff,-0.045778
5534,-6,faff,-0.091556
5535,-5,fbff,-0.076296
5536,-4,fcff,-0.061037
5537,-5,fbff,-0.076296
5538,-4,fcff,-0.061037
5539,-4,fcff,-0.061037
5540,-1,ffff,-0.015259
5541,0,0000,0
5542,0,0000,0
5543,0,0000,0
5544,0,0000,0
5545,1,0100,0.015259
5546,1,0100,0.015259
5547,0,0000,0
5548,2,0200,0.030519
5549,0,0000,0
5550,1,0100,0.015259
5551,1,0100,0.015259
5552,0,0000,0
5553,1,0100,0.015259
5554,0,0000,0
5555,1,0100,0.015259
5556,1,0100,0.015259
5557,0,0000,0
5558,0,0000,0
5559,-1,ffff,-0.015259
5560,0,0000,0
5561,0,0000,0
5562,0,0000,0
5563,1,0100,0.015259
5564,-1,ffff,-0.015259
5565,-1,ffff,-0.015259
5566,-1,ffff,-0.015259
5567,-1,ffff,-0.015259
5568,-1,ffff,-0.015259
5569,-2,feff,-0.030519
5570,-1,ffff,-0.015259
5571,-1,ffff,-0.015259
5572,-2,feff,-0.030519
5573,-1,ffff,-0.015259
5574,-2,feff,-0.030519
5575,-1,ffff,-0.015259
5576,-1,ffff,-0.015259
5577,-2,feff,-0.030519
5578,0,0000,0
5579,-1,ffff,-0.015259
5580,0,0000,0
5581,-1,ffff,-0.015259
5582,-2,feff,-0.030519
5583,-1,ffff,-0.015259
5584,-2,feff,-0.030519
5585,0,0000,0
5586,-1,ffff,-0.015259
5587,-3,fdff,-0.045778
5588,-2,feff,-0.030519
5589,-3,fdff,-0.045778
5590,-2,feff,-0.030519
5591,-2,feff,-0.030519
5592,-3,fdff,-0.045778
5593,-1,ffff,-0.015259
5594,-3,fdff,-0.045778
5595,-1,ffff,-0.015259
5596,0,0000,0
5597,-1,ffff,-0.015259
5598,0,0000,0
5599,0,0000,0
5600,0,0000,0
5601,0,0000,0
5602,-1,ffff,-0.015259
5603,0,0000,0
5604,-1,ffff,-0.015259
5605,-1,ffff,-0.015259
5606,-1,ffff,-0.015259
5607,-2,feff,-0.030519
5608,-1,ffff,-0.015259
5609,-3,fdff,-0.045778
5610,-3,fdff,-0.045778
5611,-3,fdff,-0.045778
5612,-5,fbff,-0.076296
5613,-4,fcff,-0.061037
5614,-5,fbff,-0.076296
5615,-3,fdff,-0.045778
5616,-2,feff,-0.030519
5617,-2,feff,-0.030519
5618,-1,ffff,-0.015259
5619,-1,ffff,-0.015259
5620,0,0000,0
5621,0,0000,0
5622,-2,feff,-0.030519
5623,0,0000,0
5624,-2,feff,-0.030519
5625,-1,ffff,-0.015259
5626,-1,ffff,-0.015259
5627,-2,feff,-0.030519
5628,0,0000,0
5629,2,0200,0.030519
5630,6,0600,0.091556
5631,8,0800,0.122074
5632,7,0700,0.106815
5633,6,0600,0.091556
5634,1,0100,0.015259
5635,-1,ffff,-0.015259
5636,-8,f8ff,-0.122074
5637,-15,f1ff,-0.228889
5638,-18,eeff,-0.274667
5639,-20,ecff,-0.305185
5640,-16,f0ff,-0.244148
5641,-11,f5ff,-0.167852
5642,-7,f9ff,-0.106815
5643,-1,ffff,-0.015259
5644,2,0200,0.030519
5645,6,0600,0.091556
5646,7,0700,0.106815
5647,5,0500,0.076296
5648,5,0500,0.076296
5649,3,0300,0.045778
5650,3,0300,0.045778
5651,1,0100,0.015259
5652,0,0000,0
5653,1,0100,0.015259
5654,-1,ffff,-0.015259
5655,0,0000,0
5656,-1,ffff,-0.015259
5657,-1,ffff,-0.015259
5658,0,0000,0
5659,0,0000,0
5660,0,0000,0
5661,0,0000,0
5662,-1,ffff,-0.015259
5663,-1,ffff,-0.015259
5664,-2,feff,-0.030519
5665,-1,ffff,-0.015259
5666,-1,ffff,-0.015259
5667,-1,ffff,-0.015259
5668,1,0100,0.015259
5669,0,0000,0
5670,0,0000,0
5671,0,0000,0
5672,-1,ffff,-0.015259
5673,0,0000,0
5674,-2,feff,-0.030519
5675,-1,ffff,-0.015259
5676,-1,ffff,-0.015259
5677,-2,feff,-0.030519
5678,-1,ffff,-0.015259
5679,-2,feff,-0.030519
5680,0,0000,0
5681,0,0000,0
5682,-2,feff,-0.030519
5683,-1,ffff,-0.015259
5684,-4,fcff,-0.061037
5685,-3,fdff,-0.045778
5686,-3,fdff,-0.045778
5687,-4,fcff,-0.061037
5688,-3,fdff,-0.045778
5689,-4,fcff,-0.061037
5690,-3,fdff,-0.045778
5691,-4,fcff,-0.061037
5692,-5,fbff,-0.076296
5693,-5,fbff,-0.076296
5694,-6,faff,-0.091556
5695,-4,fcff,-0.061037
5696,-5,fbff,-0.076296
5697,-6,faff,-0.091556
5698,-3,fdff,-0.045778
5699,-4,fcff,-0.061037
5700,-3,fdff,-0.045778
5701,-3,fdff,-0.045778
5702,-3,fdff,-0.045778
5703,-2,feff,-0.030519
5704,-2,feff,-0.030519
5705,0,0000,0
5706,0,0000,0
5707,-1,ffff,-0.015259
5708,0,0000,0
5709,-1,ffff,-0.015259
5710,0,0000,0
5711,0,0000,0
5712,-1,ffff,-0.015259
5713,0,0000,0
5714,-1,ffff,-0.015259
5715,0,0000,0
5716,0,0000,0
5717,-1,ffff,-0.015259
5718,0,0000,0
5719,0,0000,0
5720,1,0100,0.015259
5721,1,0100,0.015259
5722,0,0000,0
5723,1,0100,0.015259
5724,0,0000,0
5725,1,0100,0.015259
5726,0,0000,0
5727,0,0000,0
5728,1,0100,0.015259
5729,0,0000,0
5730,0,0000,0
5731,0,0000,0
5732,-2,feff,-0.030519
5733,-2,feff,-0.030519
5734,-3,fdff,-0.045778
5735,-2,feff,-0.030519
5736,-2,feff,-0.030519
5737,-3,fdff,-0.045778
5738,-1,ffff,-0.015259
5739,-2,feff,-0.030519
5740,-1,ffff,-0.015259
5741,-1,ffff,-0.015259
5742,-3,fdff,-0.045778
5743,0,0000,0
5744,-2,feff,-0.030519
5745,-1,ffff,-0.015259
5746,-1,ffff,-0.015259
5747,-3,fdff,-0.045778
5748,-1,ffff,-0.015259
5749,-2,feff,-0.030519
5750,0,0000,0
5751,0,0000,0
5752,-1,ffff,-0.015259
5753,0,0000,0
5754,-2,feff,-0.030519
5755,0,0000,0
5756,0,0000,0
5757,-1,ffff,-0.015259
5758,0,0000,0
5759,-2,feff,-0.030519
5760,-1,ffff,-0.015259
5761,-2,feff,-0.030519
5762,-3,fdff,-0.045778
5763,-1,ffff,-0.015259
5764,-2,feff,-0.030519
5765,-1,ffff,-0.015259
5766,0,0000,0
5767,-1,ffff,-0.015259
5768,0,0000,0
5769,-1,ffff,-0.015259
5770,-1,ffff,-0.015259
5771,-1,ffff,-0.015259
5772,-2,feff,-0.030519
5773,0,0000,0
5774,-1,ffff,-0.015259
5775,-1,ffff,-0.015259
5776,-2,feff,-0.030519
5777,-3,fdff,-0.045778
5778,-2,feff,-0.030519
5779,-4,fcff,-0.061037
5780,-2,feff,-0.030519
5781,-2,feff,-0.030519
5782,-2,feff,-0.030519
5783,-1,ffff,-0.015259
5784,-2,feff,-0.030519
5785,-1,ffff,-0.015259
5786,0,0000,0
5787,-1,ffff,-0.015259
5788,0,0000,0
5789,-2,feff,-0.030519
5790,-1,ffff,-0.015259
5791,-1,ffff,-0.015259
